,Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
2848,up_votes,1,143,31880901,6052,0,1101,5552,12,714
2849,up_votes,0,143,27185451,6052,0,1101,5552,11,714
2851,up_votes,2,0,36798510,542,0,1295,848850,13,116
2864,up_votes,2,154,36437227,1360,0,1227,6084335,12,121
2866,up_votes,4,290,15047053,23645,0,3889,156755,16,5226
2869,up_votes,0,139,22711565,12407,0,3683,351785,16,784
2922,up_votes,0,154,31027692,197771,0,975,12870,20,9458
2923,up_votes,0,154,25244483,197771,1,975,12870,20,9458
2924,up_votes,0,154,31160283,197771,0,975,12870,17,9458
2925,up_votes,2,67,33694764,29864,0,1496,15369,15,2531
2926,up_votes,2,67,36496541,29864,0,1496,15369,16,2531
2927,up_votes,1,67,14952029,29864,0,1496,15369,19,2531
2928,up_votes,3,67,36620216,29864,0,1496,15369,18,2531
2929,up_votes,0,67,37659772,29864,0,1496,15369,13,2531
2937,up_votes,2,120,17322683,50978,0,2112,356635,20,4399
2938,up_votes,2,47,37721959,20547,0,1360,1212017,19,3336
2939,up_votes,0,47,35415022,20547,0,1360,1212017,17,3336
2940,up_votes,1,47,34857556,20547,0,1360,1212017,16,3336
2963,up_votes,0,266,37525980,24503,1,3232,1596545,16,2121
2964,up_votes,1,266,37769510,24503,0,3232,1596545,8,2121
2991,up_votes,0,22,37431448,55720,0,3128,107409,16,4202
3016,up_votes,0,319,37252735,12266,0,4760,180430,15,1008
3018,up_votes,0,16,29344097,1673,0,1356,372939,14,145
3021,up_votes,2,257,30054561,5822,0,4348,1075247,15,1198
3022,up_votes,5,257,28318163,5822,0,4348,1075247,14,1198
3023,up_votes,0,257,32801101,5822,0,4348,1075247,15,1198
3024,up_votes,0,257,30331879,5822,1,4348,1075247,15,1198
3025,up_votes,0,257,24806319,5822,0,4348,1075247,17,1198
3032,up_votes,0,49,36790808,5797,0,1076,90608,20,526
3064,up_votes,0,812,37410831,38113,0,1737,699224,16,3852
3065,up_votes,0,29,37679278,20739,0,4103,1071320,11,1016
3066,up_votes,0,29,36723939,20739,0,4103,1071320,13,1016
3067,up_votes,0,29,35603360,20739,0,4103,1071320,15,1016
3068,up_votes,0,29,36091158,20739,0,4103,1071320,13,1016
3088,up_votes,0,2549,35725444,18807,0,3154,1084416,10,4475
3093,up_votes,2,1,26120935,15643,1,1779,3894917,16,990
3108,up_votes,0,42,37145210,21884,0,1945,435129,17,2032
3109,up_votes,0,42,37175235,21884,0,1945,435129,7,2032
3137,up_votes,1,158,37748029,5353,0,1538,1998086,15,495
3138,up_votes,0,158,37687399,5353,0,1538,1998086,4,495
3139,up_votes,4,13,37622851,8905,0,2316,2287576,18,1800
3140,up_votes,1,13,35058972,8905,0,2316,2287576,19,1800
3141,up_votes,3,13,36179316,8905,0,2316,2287576,13,1800
3142,up_votes,0,13,36320031,8905,0,2316,2287576,20,1800
3143,up_votes,1,13,37114640,8905,2,2316,2287576,18,1800
3144,up_votes,0,13,36130680,8905,0,2316,2287576,15,1800
3145,up_votes,3,13,37163849,8905,0,2316,2287576,20,1800
3146,up_votes,2,13,37461297,8905,0,2316,2287576,20,1800
3147,up_votes,0,13,35135816,8905,0,2316,2287576,20,1800
3148,up_votes,2,13,36287093,8905,0,2316,2287576,17,1800
3149,up_votes,0,13,37120096,8905,0,2316,2287576,11,1800
3150,up_votes,4,13,36086537,8905,0,2316,2287576,19,1800
3151,up_votes,3,13,36061045,8905,0,2316,2287576,19,1800
3152,up_votes,2,13,37634638,8905,0,2316,2287576,9,1800
3176,up_votes,0,15,37573703,3918,1,1224,3229534,17,358
3177,up_votes,0,15,37547037,3918,0,1224,3229534,14,358
3178,up_votes,0,15,37572782,3918,0,1224,3229534,10,358
3179,up_votes,7,15,34501179,3918,0,1224,3229534,20,358
3190,up_votes,0,29,35563832,16110,1,1120,28901,19,530
3191,up_votes,0,35,35994210,30605,0,1014,107783,10,2351
3192,up_votes,0,35,34675425,30605,1,1014,107783,19,2351
3193,up_votes,0,35,37612690,30605,0,1014,107783,4,2351
3194,up_votes,0,35,35574386,30605,0,1014,107783,11,2351
3195,up_votes,1,35,33999782,30605,0,1014,107783,17,2351
3196,up_votes,0,35,34653754,30605,0,1014,107783,20,2351
3197,up_votes,2,35,32078853,30605,0,1014,107783,15,2351
3198,up_votes,0,35,35625671,30605,0,1014,107783,19,2351
3216,up_votes,0,28,31291218,21375,0,2064,15825,19,1289
3235,up_votes,0,53,35463486,8226,0,1029,61311,10,1149
3236,up_votes,4,53,37751468,8226,0,1029,61311,12,1149
3276,up_votes,0,5348,37212604,212764,0,9057,82548,8,18175
3294,up_votes,0,27,31320716,4937,0,2179,27922,20,283
3313,up_votes,0,125,36841788,3545,0,1008,1100265,14,473
3324,up_votes,0,176,37700898,32077,1,1115,7512,16,2978
3325,up_votes,0,176,37274072,32077,0,1115,7512,18,2978
3332,up_votes,0,117,37695339,12034,0,951,493762,11,529
3349,up_votes,1,39,37594854,17284,0,2412,539490,8,858
3350,up_votes,2,39,36504252,17284,0,2412,539490,20,858
3351,up_votes,0,39,37768208,17284,0,2412,539490,10,858
3352,up_votes,0,39,37363764,17284,0,2412,539490,14,858
3353,up_votes,0,39,37594790,17284,0,2412,539490,10,858
3356,up_votes,0,16,35458086,3670,0,1846,1385174,10,525
3357,up_votes,5,16,37027577,3670,0,1846,1385174,16,525
3358,up_votes,0,16,37728860,3670,0,1846,1385174,19,525
3359,up_votes,0,16,31243741,3670,1,1846,1385174,17,525
3365,up_votes,0,96,32864875,7104,0,979,67316,17,381
3562,up_votes,0,24,35102398,3453,0,943,976482,15,229
3563,up_votes,0,24,35814042,3453,0,943,976482,15,229
3615,up_votes,0,105,36035038,7512,0,7649,1658526,16,754
3616,up_votes,0,105,27147119,7512,1,7649,1658526,13,754
3655,up_votes,0,32,37393059,24921,0,2970,33051,15,3241
3703,up_votes,1,198,24763792,37327,0,1900,38522,19,2872
3704,up_votes,0,198,33542204,37327,0,1900,38522,13,2872
3705,up_votes,0,198,32889015,37327,0,1900,38522,7,2872
3706,up_votes,2,198,35154609,37327,0,1900,38522,18,2872
3707,up_votes,0,198,33732365,37327,0,1900,38522,13,2872
3708,up_votes,1,198,31301174,37327,-1,1900,38522,10,2872
3709,up_votes,0,198,34335316,37327,0,1900,38522,18,2872
3710,up_votes,0,198,36846139,37327,0,1900,38522,6,2872
3711,up_votes,1,198,34162465,37327,1,1900,38522,19,2872
3712,up_votes,4,198,37055352,37327,2,1900,38522,20,2872
3713,up_votes,0,198,28127067,37327,0,1900,38522,12,2872
3714,up_votes,1,198,33018072,37327,-1,1900,38522,19,2872
3715,up_votes,2,198,32328862,37327,-1,1900,38522,18,2872
3716,up_votes,0,198,32850215,37327,0,1900,38522,17,2872
3717,up_votes,0,198,31853183,37327,0,1900,38522,15,2872
3718,up_votes,2,198,37729403,37327,0,1900,38522,15,2872
3719,up_votes,2,198,31304513,37327,0,1900,38522,18,2872
3720,up_votes,0,198,32507199,37327,0,1900,38522,16,2872
3721,up_votes,1,198,36920582,37327,0,1900,38522,14,2872
3760,up_votes,0,64,37076074,49689,0,1752,463785,17,4102
3779,up_votes,0,31,36008300,3888,1,1870,395295,16,1110
3780,up_votes,4,31,32482919,3888,0,1870,395295,10,1110
3781,up_votes,0,31,37629235,3888,0,1870,395295,17,1110
3782,up_votes,0,796,34719924,41176,0,1793,410636,16,3818
3787,up_votes,0,173,37665667,9103,0,2008,1388292,9,677
3788,up_votes,0,173,37707187,9103,2,2008,1388292,19,677
3829,up_votes,7,45,33904826,6024,0,1804,400691,15,647
3837,up_votes,4,2,33894608,890,0,1762,1691719,19,124
3838,up_votes,0,2,31351371,890,0,1762,1691719,20,124
3845,up_votes,3,11,37364770,2314,-1,1011,5107084,11,189
3846,up_votes,1,11,37626316,2314,-1,1011,5107084,15,189
3847,up_votes,2,11,37620446,2314,0,1011,5107084,18,189
3848,up_votes,1,11,36934330,2314,0,1011,5107084,16,189
3849,up_votes,0,11,37315136,2314,1,1011,5107084,20,189
3850,up_votes,0,11,36099221,2314,0,1011,5107084,20,189
3851,up_votes,0,11,36666453,2314,1,1011,5107084,14,189
3857,up_votes,0,778,35155919,13466,2,920,789657,13,4388
3869,up_votes,1,45,31513570,2196,1,3782,1060051,17,553
3870,up_votes,0,45,33103985,2196,0,3782,1060051,16,553
3871,up_votes,1,45,32496914,2196,0,3782,1060051,7,553
3943,up_votes,3,484,27375605,28663,0,1577,21061,19,2387
3944,up_votes,2,484,37149731,28663,0,1577,21061,13,2387
3945,up_votes,0,484,35343186,28663,2,1577,21061,17,2387
3967,up_votes,4,46,37080167,17310,1,3414,303612,17,4062
3968,up_votes,2,46,37132635,17310,1,3414,303612,15,4062
3972,up_votes,1,1,33078084,55042,1,5546,1006010,12,2630
3987,up_votes,2,485,31963873,12628,2,5163,940834,18,1792
3988,up_votes,1,22,31962760,1953,0,1171,989920,17,2610
3989,up_votes,0,22,36861397,1953,0,1171,989920,19,2610
4011,up_votes,1,85,30646854,38542,1,2078,2071807,19,1978
4042,up_votes,3,5,31941601,7254,0,1210,225813,13,449
4043,up_votes,0,5,36886871,7254,1,1210,225813,12,449
4044,up_votes,0,5,33745678,7254,0,1210,225813,4,449
4045,up_votes,3,5,31453542,7254,0,1210,225813,13,449
4052,up_votes,0,15,13952274,5436,0,866,1064869,20,448
4081,up_votes,0,18,25159341,13543,0,1866,3189,17,702
4086,up_votes,1,111,34048779,2845,0,1223,966535,20,339
4103,up_votes,2,32,25503699,13154,0,2591,846476,17,762
4104,up_votes,0,32,31809898,13154,0,2591,846476,11,762
4105,up_votes,0,32,25253387,13154,0,2591,846476,19,762
4106,up_votes,0,32,34819144,13154,0,2591,846476,12,762
4107,up_votes,0,32,37118519,13154,0,2591,846476,8,762
4108,up_votes,0,343,34326147,5825,1,1541,933198,20,3237
4112,up_votes,0,34,16168375,8505,0,1636,1967100,19,377
4122,up_votes,3,5,37539859,3527,1,1245,2393012,19,466
4130,up_votes,0,25,35657359,16779,0,1782,361842,19,1691
4139,up_votes,2,197,37660293,115343,-1,3682,99834,11,8228
4140,up_votes,0,197,37590442,115343,0,3682,99834,16,8228
4141,up_votes,4,197,31829286,115343,0,3682,99834,18,8228
4142,up_votes,0,197,37481883,115343,0,3682,99834,8,8228
4143,up_votes,4,197,37419130,115343,0,3682,99834,9,8228
4144,up_votes,0,197,37482139,115343,1,3682,99834,13,8228
4145,up_votes,0,197,33961056,115343,0,3682,99834,19,8228
4146,up_votes,0,197,31473580,115343,0,3682,99834,10,8228
4147,up_votes,0,197,36798121,115343,0,3682,99834,14,8228
4148,up_votes,0,197,35743281,115343,0,3682,99834,6,8228
4149,up_votes,0,197,31703774,115343,0,3682,99834,20,8228
4150,up_votes,1,197,36630299,115343,1,3682,99834,20,8228
4151,up_votes,0,197,37316597,115343,-2,3682,99834,18,8228
4152,up_votes,0,197,36182825,115343,1,3682,99834,16,8228
4153,up_votes,0,197,37387820,115343,0,3682,99834,18,8228
4154,up_votes,0,197,25960303,115343,0,3682,99834,20,8228
4155,up_votes,0,197,35753548,115343,0,3682,99834,20,8228
4156,up_votes,0,197,33131808,115343,0,3682,99834,7,8228
4157,up_votes,0,197,28238191,115343,-2,3682,99834,18,8228
4158,up_votes,0,197,32849803,115343,0,3682,99834,6,8228
4159,up_votes,0,197,37360946,115343,0,3682,99834,12,8228
4160,up_votes,0,197,36839491,115343,0,3682,99834,18,8228
4161,up_votes,1,197,35969187,115343,0,3682,99834,12,8228
4162,up_votes,1,197,36848864,115343,1,3682,99834,15,8228
4163,up_votes,3,197,36645933,115343,-1,3682,99834,16,8228
4196,up_votes,3,1,28411641,2028,0,1239,463978,20,169
4206,up_votes,0,6,36797173,2117,0,901,1501497,12,391
4224,up_votes,1,1138,36766631,5237,0,996,325900,18,919
4225,up_votes,1,1138,34131406,5237,0,996,325900,14,919
4226,up_votes,0,1615,37194265,16309,0,5329,1563422,8,5981
4227,up_votes,0,33,37090933,11323,0,1455,2091169,7,975
4228,up_votes,0,33,36748206,11323,0,1455,2091169,20,975
4229,up_votes,0,33,37243082,11323,0,1455,2091169,18,975
4230,up_votes,0,33,36952283,11323,1,1455,2091169,20,975
4231,up_votes,5,33,37678055,11323,0,1455,2091169,14,975
4232,up_votes,2,33,37264200,11323,0,1455,2091169,16,975
4233,up_votes,0,33,35329139,11323,0,1455,2091169,11,975
4234,up_votes,0,33,37537703,11323,0,1455,2091169,14,975
4235,up_votes,4,33,37466212,11323,1,1455,2091169,17,975
4236,up_votes,2,33,37321878,11323,0,1455,2091169,19,975
4240,up_votes,3,2,31536894,1371,0,1053,2491685,17,468
4251,up_votes,0,220,37275084,5737,1,2206,1147385,17,968
4255,up_votes,0,89,34557621,5544,0,1092,1238867,6,412
4274,up_votes,10,2,37482402,1806,1,1137,1700106,16,197
4282,up_votes,1,10,37642891,2700,0,2306,3909886,17,287
4283,up_votes,0,10,33357782,2700,1,2306,3909886,18,287
4349,up_votes,0,0,36340455,776,0,2095,381158,17,144
4350,up_votes,1,0,36895839,776,0,2095,381158,16,144
4374,up_votes,2,18,32074632,22239,1,1893,509706,19,1497
4397,up_votes,2,5,30911684,7400,1,1053,3398554,16,615
4398,up_votes,4,5,29992855,7400,0,1053,3398554,19,615
4399,up_votes,0,5,37528271,7400,0,1053,3398554,8,615
4400,up_votes,0,5,36570869,7400,0,1053,3398554,20,615
4401,up_votes,0,5,32357083,7400,0,1053,3398554,18,615
4402,up_votes,0,5,36584753,7400,0,1053,3398554,14,615
4412,up_votes,0,126,34446666,23409,1,1452,202168,16,1690
4413,up_votes,0,126,34432986,23409,0,1452,202168,14,1690
4414,up_votes,0,126,23685447,23409,0,1452,202168,19,1690
4429,up_votes,0,57,36737074,5863,0,1157,74302,17,968
4431,up_votes,0,1204,32070717,24848,0,2483,500974,15,2310
4466,up_votes,1,19,37303565,867,0,1338,4792132,12,205
4467,up_votes,0,19,36314082,867,0,1338,4792132,13,205
4479,up_votes,0,138,37545568,12653,0,1203,1010632,15,1381
4481,up_votes,0,48,17834580,13103,0,3352,1741868,18,1310
4500,up_votes,0,60,24915587,31810,1,1158,28543,20,2962
4522,up_votes,3,322,34888017,28934,0,1294,31667,10,2418
4523,up_votes,0,322,36572706,28934,2,1294,31667,20,2418
4524,up_votes,0,322,33771746,28934,1,1294,31667,10,2418
4528,up_votes,0,9,37190104,5052,0,1070,1003830,20,288
4562,up_votes,0,1014,36282540,6470,0,1199,4631427,20,1228
1,down_votes,8,2098,37342151,30144,0,1264,131809,16,1923
2,down_votes,0,17059,36934736,183790,2,14348,253056,20,23287
8,down_votes,1,623,34573995,18981,0,787,1822164,20,2806
40,down_votes,0,56,37345175,2498,0,266,2372784,11,363
41,down_votes,3,56,34081743,2498,0,266,2372784,19,363
42,down_votes,0,56,32839271,2498,0,266,2372784,5,363
43,down_votes,2,61,32362524,893,0,69,2565581,16,218
44,down_votes,2,61,26284655,893,0,69,2565581,14,218
45,down_votes,5,61,36678999,893,0,69,2565581,19,218
56,down_votes,2,78,30705514,26819,0,894,1033686,20,1724
57,down_votes,1,78,37416747,26819,0,894,1033686,16,1724
58,down_votes,1,78,31305236,26819,0,894,1033686,19,1724
62,down_votes,7,46,32828267,1234,1,121,2393347,19,105
66,down_votes,1,121,34107190,32089,1,1355,138578,20,4762
67,down_votes,0,121,37557754,32089,0,1355,138578,13,4762
68,down_votes,0,121,37570473,32089,0,1355,138578,5,4762
90,down_votes,0,100,31383988,31303,0,1142,153422,12,2885
98,down_votes,2,188,30485213,5316,2,306,639771,20,553
113,down_votes,0,273,36547904,33337,0,943,253468,18,2891
114,down_votes,2,1904,37704514,2740,0,468,1138898,16,349
121,down_votes,0,158,37305383,3583,0,308,2500842,17,639
122,down_votes,0,158,37206647,3583,0,308,2500842,11,639
134,down_votes,0,1219,37597650,4249,0,762,6375113,11,3036
141,down_votes,1,68,34534012,6627,2,595,1446048,20,828
142,down_votes,4,68,37644046,6627,1,595,1446048,13,828
162,down_votes,2,70,31138288,3704,-1,157,1373484,19,306
170,down_votes,1,242,29592171,39423,1,2998,199700,16,6794
171,down_votes,5,242,28725286,39423,0,2998,199700,17,6794
175,down_votes,0,71,35163431,4902,0,679,1185534,18,429
202,down_votes,1,50,35550853,34643,1,593,5975,10,2076
203,down_votes,0,50,35506062,34643,1,593,5975,20,2076
212,down_votes,0,48,37390645,3103,2,353,1847261,14,168
218,down_votes,2,461,37642104,187688,4,3899,324584,18,27257
220,down_votes,0,100,18398971,8249,0,215,439751,15,737
227,down_votes,5,41,30095932,6573,1,315,1957849,18,765
256,down_votes,0,48,26586271,1025,0,149,1008693,18,138
257,down_votes,1,81,35243063,4684,0,1599,1124744,10,745
258,down_votes,0,81,31167343,4684,0,1599,1124744,14,745
259,down_votes,0,81,35601524,4684,0,1599,1124744,13,745
274,down_votes,0,46,35257135,18845,1,523,340819,10,828
275,down_votes,0,46,34048849,18845,1,523,340819,18,828
278,down_votes,2,70,22408441,5802,0,952,932833,19,510
292,down_votes,0,54,34311835,25234,0,455,188414,15,1460
295,down_votes,0,47,20571259,5589,1,470,546060,9,560
296,down_votes,0,47,37502751,5589,0,470,546060,16,560
297,down_votes,0,47,21092958,5589,0,470,546060,5,560
338,down_votes,0,44,36560782,352,1,98,1094636,19,72
339,down_votes,1,44,33501222,352,0,98,1094636,9,72
358,down_votes,0,1189,37208635,23259,0,3125,487813,12,2940
361,down_votes,1,97,25306834,29043,1,625,898289,12,1786
367,down_votes,0,44,33986822,21503,0,564,98422,16,1740
377,down_votes,0,64,37705301,26073,0,6737,730807,5,3088
394,down_votes,0,959,33758207,7332,-1,324,630780,15,628
395,down_votes,0,959,37618192,7332,0,324,630780,19,628
396,down_votes,1,959,34682531,7332,0,324,630780,14,628
397,down_votes,0,959,27017336,7332,0,324,630780,19,628
415,down_votes,0,50,36691114,27417,1,971,436028,19,2815
416,down_votes,0,50,36176739,27417,0,971,436028,20,2815
428,down_votes,0,52,36471428,5653,0,1452,285190,10,500
429,down_votes,0,52,35015334,5653,0,1452,285190,18,500
437,down_votes,0,202,25851473,3758,0,428,2273902,13,821
438,down_votes,1,202,25192397,3758,0,428,2273902,17,821
441,down_votes,2,437,37699630,36326,0,1600,3049628,10,4245
474,down_votes,0,44,37104430,2365,0,155,596841,20,443
475,down_votes,0,44,37053978,2365,1,155,596841,20,443
476,down_votes,6,44,37761159,2365,0,155,596841,14,443
479,down_votes,0,449,36053989,39904,0,4829,1011724,15,4149
499,down_votes,0,1940,34789185,26569,0,1138,477127,17,3273
501,down_votes,0,69,32784934,7471,0,608,567059,20,744
502,down_votes,2,69,35501196,7471,0,608,567059,20,744
503,down_votes,0,69,36842698,7471,0,608,567059,20,744
504,down_votes,4,69,37326998,7471,0,608,567059,14,744
505,down_votes,0,69,36477863,7471,0,608,567059,15,744
506,down_votes,0,69,35437591,7471,0,608,567059,16,744
507,down_votes,0,69,19380467,7471,0,608,567059,17,744
508,down_votes,0,69,23118827,7471,0,608,567059,20,744
509,down_votes,1,69,36953890,7471,0,608,567059,17,744
510,down_votes,0,69,24042360,7471,0,608,567059,18,744
541,down_votes,1,80,36517808,17916,1,421,87739,16,1046
542,down_votes,0,46,37379076,12638,0,1689,276193,17,778
558,down_votes,0,730,35397328,79076,0,2571,102441,17,6176
559,down_votes,0,730,35873641,79076,1,2571,102441,19,6176
560,down_votes,0,730,36923309,79076,0,2571,102441,14,6176
561,down_votes,2,730,35566927,79076,0,2571,102441,13,6176
599,down_votes,2,1564,34682071,3583,0,1602,3899908,20,788
617,down_votes,2,42,34201030,11201,0,491,234451,18,1117
621,down_votes,0,47,37271184,678,-1,305,1006869,18,199
622,down_votes,2,47,37023068,678,0,305,1006869,10,199
632,down_votes,0,53,36869680,22546,0,455,11755,20,2372
633,down_votes,2,53,34769995,22546,0,455,11755,14,2372
634,down_votes,0,53,35864852,22546,-1,455,11755,18,2372
635,down_votes,1,53,35379672,22546,0,455,11755,15,2372
636,down_votes,1,53,24308175,22546,0,455,11755,20,2372
637,down_votes,1,53,35486262,22546,-1,455,11755,15,2372
638,down_votes,1,53,37717428,22546,0,455,11755,16,2372
639,down_votes,0,53,36576270,22546,0,455,11755,18,2372
640,down_votes,0,53,36411189,22546,0,455,11755,20,2372
641,down_votes,0,53,37701416,22546,0,455,11755,18,2372
642,down_votes,0,53,37304406,22546,0,455,11755,10,2372
643,down_votes,0,53,32668104,22546,0,455,11755,13,2372
644,down_votes,0,53,37676475,22546,1,455,11755,14,2372
645,down_votes,0,53,35853378,22546,1,455,11755,17,2372
646,down_votes,0,53,18732925,22546,0,455,11755,14,2372
647,down_votes,3,53,37597066,22546,0,455,11755,16,2372
669,down_votes,2,940,33551590,71341,-1,2823,561309,16,4379
670,down_votes,1,940,36288255,71341,0,2823,561309,13,4379
690,down_votes,0,43,37766607,3047,0,121,50462,20,545
692,down_votes,0,208,36444623,13891,0,614,220005,17,1482
713,down_votes,0,201,32416581,13352,0,1548,261682,19,2076
714,down_votes,6,201,32411162,13352,0,1548,261682,19,2076
727,down_votes,0,43,35000338,9262,0,310,4945232,14,681
728,down_votes,0,43,34125198,9262,0,310,4945232,18,681
739,down_votes,0,1480,13199838,96868,0,2385,14357,20,8583
740,down_votes,1,1480,33375247,96868,0,2385,14357,12,8583
741,down_votes,0,67,31558581,10507,0,1262,125663,15,1627
743,down_votes,1,106,30851022,5390,0,1174,287893,14,655
744,down_votes,0,106,30854868,5390,0,1174,287893,18,655
747,down_votes,2,598,33892309,3386,0,319,1041364,20,367
748,down_votes,0,598,37120260,3386,-1,319,1041364,14,367
751,down_votes,0,948,34437689,6667,0,1093,1477407,17,1136
752,down_votes,0,948,31854179,6667,0,1093,1477407,18,1136
753,down_votes,4,948,33218516,6667,0,1093,1477407,14,1136
754,down_votes,4,948,36944517,6667,1,1093,1477407,19,1136
760,down_votes,6,157,35989377,2204,0,97,4141176,19,286
761,down_votes,0,157,30997916,2204,0,97,4141176,14,286
762,down_votes,0,157,36567690,2204,1,97,4141176,14,286
763,down_votes,0,157,32497181,2204,0,97,4141176,12,286
764,down_votes,1,157,34928088,2204,0,97,4141176,10,286
765,down_votes,0,157,35743199,2204,0,97,4141176,15,286
766,down_votes,0,157,29508489,2204,-1,97,4141176,20,286
767,down_votes,0,157,29124597,2204,0,97,4141176,19,286
768,down_votes,0,157,37278612,2204,0,97,4141176,13,286
769,down_votes,0,201,35460186,4339,0,431,4907552,8,306
773,down_votes,0,42,31404696,3732,1,741,11801,14,361
774,down_votes,0,41,35951360,15731,1,359,119790,18,862
775,down_votes,1,235,36464291,26890,2,649,458742,17,1575
776,down_votes,0,235,36756879,26890,0,649,458742,20,1575
777,down_votes,2,235,36756356,26890,0,649,458742,15,1575
778,down_votes,0,235,36390323,26890,0,649,458742,14,1575
779,down_votes,2,235,36608659,26890,2,649,458742,19,1575
